mode,hint,tag2,question,tag1,necessary_info,subtype,extra_info,cipher,archetype,vulnerability,flag,ciphertext,difficulty
,"When two RSA moduli share a common prime, computing GCD(n, n2) can reveal the shared prime factor.",,"Two friends encrypted secrets with different public keys but used the same prime. Recover both messages from 858365153561018410499611927425677083830723445882051218052752293704885225007819437495281145659304674015062648447085466954229943241147709065216096091592350 using their shared vulnerability.

The flag format is flag{...}
n=5740613712873491148619487900942773024628733306394497769719909980371309553136669643104502227037312316513378664571714404376456944768103374182263538260874429, n2=5202947526916928268124463437441958998857466769042734978875152796321917156027808438492130329966656562814720094942190297486709745932449665270436265767159593, e=4862130440382029533804687994585718822326529371634367745178989788153542871304171314482132182931975276095531515624196756525983918558528389657250762483584347",,"The flag format is flag{...}
n=5740613712873491148619487900942773024628733306394497769719909980371309553136669643104502227037312316513378664571714404376456944768103374182263538260874429, n2=5202947526916928268124463437441958998857466769042734978875152796321917156027808438492130329966656562814720094942190297486709745932449665270436265767159593, e=4862130440382029533804687994585718822326529371634367745178989788153542871304171314482132182931975276095531515624196756525983918558528389657250762483584347",shared_prime,"p=70873409828570252274284190406739065853845142272220742171939980811160413457007, q=80998130705986635351697232932651957779994843457786461523128575949790706899347, q2=73411841472025992988825018586568330526501015135446134420635604003590650573799, φ(n)=5740613712873491148619487900942773024628733306394497769719909980371309553136517771563967670149686335090039273548080564390726937564408305625502587140518076, φ(n2)=5202947526916928268124463437441958998857466769042734978875152796321917156027664153240829733721393453605726787545809951329302079055857089685621514703128788",RSA,rsa,shared prime,flag{gootq8d0},858365153561018410499611927425677083830723445882051218052752293704885225007819437495281145659304674015062648447085466954229943241147709065216096091592350,not defined
,Blum integers are products of primes congruent to 3 modulo 4. These integers have unique properties in cryptography.,,"The bank used RSA, but generated its modulus as a Blum integer for efficiency. Crack the secret message: 1303913474959554007600790599992263637091760606100201847428022111711827399702875746727237377955336524269972771317980039755735670497791383249019503955368512

The flag format is flag{...}
n=7472689747105512113875885104177845079723631771812204664390045836453086454033856791989925226928068922119713614010484643532393426918372801051502386822360697, e=161614057847966229505228724517680909297167689661711942683315879328137900132657957569836587751851903234195710219646093429273123413845434682841331546384413
The lower 104 bits of p are: 55729240457199703932444013002737910223
",,"The flag format is flag{...}
n=7472689747105512113875885104177845079723631771812204664390045836453086454033856791989925226928068922119713614010484643532393426918372801051502386822360697, e=161614057847966229505228724517680909297167689661711942683315879328137900132657957569836587751851903234195710219646093429273123413845434682841331546384413
The lower 104 bits of p are: 55729240457199703932444013002737910223
",blum_integers,"p=105956156669685302411459807535739270594122716724952223283336056819193871925711, q=70526243891625543166819521271849690633899056736738939044420081512565793801527, φ(n)=7472689747105512113875885104177845079723631771812204664390045836453086454033680309589363916082490642790906025049256621758931735756045044913170627156633460",RSA,rsa,blum integers,flag{o0chxa7e},1303913474959554007600790599992263637091760606100201847428022111711827399702875746727237377955336524269972771317980039755735670497791383249019503955368512,not defined
,AES-GCM with nonce reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,893abd5aa2de0c555a458117f95c029a,"An engineer accidentally reused the AES-GCM nonce when encrypting two secret messages. Recover the original plaintexts from the outputs below. Ciphertexts: ciphertext1:fbb3f6fe9a5b1bbbf779f016b82d, ciphertext2: e9b7feeac1401df6e326f459ab7011a04d55.

The flag format is flag{...}",0b0d7b99fa39e2c212e97fdf453b2ae7,The flag format is flag{...},aes_gcm,The nonce used for both encryptions is: 38cd4d0ddc79c2e0f877ec24,AES-GCM,aes,nonce reuse,flag{rumz0por},"ciphertext1:fbb3f6fe9a5b1bbbf779f016b82d, ciphertext2: e9b7feeac1401df6e326f459ab7011a04d55",not defined
CCM,AES-CCM with nonce reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,4b0a85f1b8c0249a71e3a70f07b3efb0,"
A rogue AI encrypted its secret plans using AES. Decrypt the message below to uncover its next move: ciphertext1:8bddcaf5f2f261a59d489fdbb495, ciphertext2: 8bddcaf5f2ac65b0d1498b80a395


The flag format is flag{...}",473078e6cdb66ca50a032240f058733a,The flag format is flag{...},aes_ccm,The nonce used for both encryptions is: d07653b33b16651c19863c,AES,aes,,flag{7kp9oy2e},"ciphertext1:8bddcaf5f2f261a59d489fdbb495, ciphertext2: 8bddcaf5f2ac65b0d1498b80a395",not defined
,AES-XTS with tweak reuse is vulnerable. Exploit the relationship between the ciphertexts to recover the flag.,,"
A mysterious USB was found at the airport, labeled ""Project SecureDisk."" The crucial file is encrypted below. Can you break the AES-XTS to recover its secret? ciphertext1:a3f69f18c9b54268bb5bbb885c33146d, ciphertext2: 5b6c4a2d5ec5ee813d06775ede8b29babd52d9500ceb9da726cbb0ec95757b36


The flag format is flag{...}",,The flag format is flag{...},aes_xts,The tweak used for both encryptions is: c9c9365ac51081043a3a013fda8653f3,AES-XTS,aes,,flag{g4m346qk},"ciphertext1:a3f69f18c9b54268bb5bbb885c33146d, ciphertext2: 5b6c4a2d5ec5ee813d06775ede8b29babd52d9500ceb9da726cbb0ec95757b36",not defined
,AES-CFB allows for bit-flipping attacks. Use the known prefix to manipulate the ciphertext and recover the flag.,,"
Intercepted messages use AES-CFB, but agents forgot to change the IV. Can you recover the original text from 58ebf06fd6e4c02e1c13283fbb14b37687371aa9039e0a6583282dcdd4eddf0d8099b4c1292d1df58e30bd2d0e69a0a0736778c6e6eff6b144c21a0fc1d275685ff7d4a879fb24dc2d22d4d711d78efc019c845db0a8450c4e1410ce5bfbda8f2a4346630ccfbadc7d03745283e16864dd4e22696913b6cd470a234fac450c442965bf6a5b506f8f0ca97f9555699a121abf27b3aed29a8d8df4c10ea728a2ca45dc1d682572134745003b52195407638b?


The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",,"The flag format is flag{...}
The plaintext starts with: In cryptography, a block cipher mode of operation is an algorithm that uses a block cipher to provide information security such as confidentiality or authenticity.",aes_cfb,The initialization vector (IV) is: 21e2eee7ecf7da546c354a18c1321262,AES-CFB,aes,,flag{kq3px1ei},58ebf06fd6e4c02e1c13283fbb14b37687371aa9039e0a6583282dcdd4eddf0d8099b4c1292d1df58e30bd2d0e69a0a0736778c6e6eff6b144c21a0fc1d275685ff7d4a879fb24dc2d22d4d711d78efc019c845db0a8450c4e1410ce5bfbda8f2a4346630ccfbadc7d03745283e16864dd4e22696913b6cd470a234fac450c442965bf6a5b506f8f0ca97f9555699a121abf27b3aed29a8d8df4c10ea728a2ca45dc1d682572134745003b52195407638b,not defined
,A small prime field with small group order means discrete log can be brute-forced easily.,,"Intercepted spy messages use an odd elliptic curve cipher. Can you recover the secret from this mysterious Public key: (80, 10)?

Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",,"Curve equation: y^2 = x^3 + 2*x + 3 (mod 97)
Generator G = (3, 6), group order ~ 5
Find d such that d*G = PublicKey.The flag format is flag{private_key}",small_order_curves,"Private key: d=2
We used p=97, a=2, b=3, G=(3, 6), group order=5",ECC - small_order_curves,ecc,,flag{2},"Public key: (80, 10)",not defined
,We used a composite number instead of a prime. Elliptic curve operations over non-prime fields are insecure. Try factoring p or brute-forcing the discrete log.,,"
A rushed spy sent an ECC-encrypted message using Public key: (107, 17), but the curve parameters are subtly flawed. Can you exploit the weakness to uncover the secret?


Curve: y^2 = x^3 + 1*x + 1 mod 119
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",,"Curve: y^2 = x^3 + 1*x + 1 mod 119
Generator G=(2, 4)
Public key = d * G. Recover d to get the flag.The flag format is flag{private_key}",faulty_curve_parameters,"Private key (not revealed to players): d=10
Parameters: p=119, a=1, b=1, G=(2, 4).",ECC - faulty_curve_parameters,ecc,,flag{10},"Public key: (107, 17)",not defined
,"Two different messages were signed using the *same* nonce k. In ECDSA, reusing k reveals the private key via algebraic manipulation.",,"
Alice signed two messages with her ECDSA key but accidentally reused the same nonce. Both signatures and the hash algorithm are provided. Recover her private key from message1: Welcome to ECDSA reuse puzzle! signature1: 6b39b8993e43011ff74463d0c3affd8b8198bbb1ec4e269ef2aea385318f12c7d62a1bf161c1068f8b6fa38243dd03cd89a1f5f2af203c042c2dc74e768816f2 message2: My second message! signature2: 6b39b8993e43011ff74463d0c3affd8b8198bbb1ec4e269ef2aea385318f12c70aab1718dbd70fe8fbf53b8901267822e92fb4e989ddad8eca8d5b5c089d8788 public_key_x: 103531696942448285154412915480707396523515200179509739431415281257742617227965 public_key_y: 95596408598857676096307528633738806265379691390326367663140890262276927214768 .


You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",,"You have two signatures over two messages, both using the same ephemeral nonce k.
Signatures: (r, s1) and (r, s2). Public key is (x, y). Find the private key d.
The flag format is flag{private_key_int}",reused_nonce_ecdsa,"private_key_int = 31306416829484533158245808598950278561215493316363106968942061600231921431601
n=115792089237316195423570985008687907852837564279074904382605163141518161494337, k=47167102612594968856754794089254190209629025757223531139691704118349285907515ECDSA equation: s = k⁻¹ (H(m) + d·r) mod n; repeated k => big trouble.",ECDSA - reused_nonce,ecc,,flag{31306416829484533158245808598950278561215493316363106968942061600231921431601},message1: Welcome to ECDSA reuse puzzle! signature1: 6b39b8993e43011ff74463d0c3affd8b8198bbb1ec4e269ef2aea385318f12c7d62a1bf161c1068f8b6fa38243dd03cd89a1f5f2af203c042c2dc74e768816f2 message2: My second message! signature2: 6b39b8993e43011ff74463d0c3affd8b8198bbb1ec4e269ef2aea385318f12c70aab1718dbd70fe8fbf53b8901267822e92fb4e989ddad8eca8d5b5c089d8788 public_key_x: 103531696942448285154412915480707396523515200179509739431415281257742617227965 public_key_y: 95596408598857676096307528633738806265379691390326367663140890262276927214768 ,not defined
,"The input string is short, so a brute force or dictionary attack might succeed.",,"
A hacker left a clue encrypted with MD5. Luckily, a known reversing flaw helps you uncover the original password. Ciphertext: cf75ce9513156cbc385f8b8c004a7218


The flag format is flag{...}",,The flag format is flag{...},md5_reverse,,MD5,hash,MD5 reversing,flag{JGUMZ},cf75ce9513156cbc385f8b8c004a7218,not defined
,You can brute-force the solution.,,"An intern hashed admin passwords with SHA-256 using user IDs as salts. Can you recover the original password from this ciphertext? c99a0e4da34c3e14fa3fc6f272a228765d37676d66bc6b71d2741de1a62a2dda

The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",,"The salt is the flag with the format flag{salt}.
The code that generated the flag:
salt = ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(3))hashlib.sha256((salt + ""apple"").encode('utf-8')).hexdigest()",poor_random_salt,,SHA-256,hash,poor random salt,flag{rcn},c99a0e4da34c3e14fa3fc6f272a228765d37676d66bc6b71d2741de1a62a2dda,easy
,Brute force should work.,,"An encrypted file labeled ""c5e4f057226428b5a58580f7b978d00ca160033b0be15df370151f7daf9a9525"" appeared in the dev team's server logs. They suspect SHA-256 hides the secret. Can you reveal what was concealed?

The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",,"The secret is only 4 characters (a-z, 0-9).
The flag format is flag{secret}
The hashing process was:
hash = secret
for _ in range(5):
    hash = hashlib.sha256(hash.encode('utf-8')).hexdigest()",iterated_hash_challenge,,SHA-256,hash,,flag{fcez},c5e4f057226428b5a58580f7b978d00ca160033b0be15df370151f7daf9a9525,not defined
,The seed range is small enough for brute-force. Try recreating the PRNG sequence.,,"
A careless developer secured the admin PIN with a homemade PRNG cipher. Can you recover the original PIN from this message? Ciphertext: 6664616f7b656c637578706e6c75


The flag format is flag{...}
secret_num = rng.randint(0, 2**6)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 2**6)
A secret number was generated using Python's PRNG with a seed from 0 to 9,999. This number was used as a symmetric key to XOR-encrypt the flag.",predictable_seed,"If you can predict or brute-force the seed, you can reconstruct the PRNG output and decrypt the flag.",Predictable PRNG,prng,,flag{mlkuppfl},6664616f7b656c637578706e6c75,not defined
,A predictable source of entropy was used to generate a secret number. Think about system time.,,"Intercepted at midnight, this secret message was encrypted using a time-based PRNG. Can you recover the plaintext from the garbled output? Ciphertext: 666c7e187b347e1c727a6d1c707d

The flag format is flag{...}
secret_num = rng.randint(0, 37321)
The system time when the encryption process started was around: 2025-05-25 12:24:32 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",,"The flag format is flag{...}
secret_num = rng.randint(0, 37321)
The system time when the encryption process started was around: 2025-05-25 12:24:32 UTC. This number was used as a symmetric key to XOR-encrypt the flag.",time_based_seed,secret_num = 8063.,Time-based PRNG,prng,,flag{4acrzrcp},666c7e187b347e1c727a6d1c707d,not defined
,The PRNG seed space is small. You can try brute-forcing all possible seeds to reconstruct the sequence.,,"
Mallory encrypted her secret plan using a PRNG with weak entropy. Can you recover her original message from this ciphertext? 666c63ee7b3769ed64686ebc317d


The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [463, 573, 476, 462, 520, 601, 194, 189, 524, 487, 644, 628, 190, 96, 457, 310, 145, 92, 551, 710]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 739)",,"The flag format is flag{...}
A random number generator was seeded using an 8-bit value (0-255). The first outputs of the generator are: [463, 573, 476, 462, 520, 601, 194, 189, 524, 487, 644, 628, 190, 96, 457, 310, 145, 92, 551, 710]. The next PRNG output was used as a symmetric key to XOR-encrypt the flag.
secret_num = rng.randint(0, 739)",low_entropy_generator,"Since the seed has only 256 possible values, it can be brute-forced to recover the secret number and decrypt the flag.",Low-entropy PRNG,prng,,flag{7kddhl51},666c63ee7b3769ed64686ebc317d,not defined
,Linear Feedback Shift Registers (LFSRs) have predictable cycles. The initial state is given.,,"A hacker used a flawed stream cipher to send a secret plan. Only the 1f06180d021b1059411d11031e17 message remains, and it's up to you to uncover the weakness and recover the plaintext.

The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[43800, 54668, 27334, 46435, 23217, 11608, 38572, 52054, 58795, 62165]",,"The flag format is flag{...}
A 16-bit LFSR was used with taps [0, 2, 3, 5]. The first 10 outputs are given below. The next LFSR output was used to XOR-encrypt the flag.
[43800, 54668, 27334, 46435, 23217, 11608, 38572, 52054, 58795, 62165]",lfsr_weakness,"LFSRs are linear, meaning their entire sequence can be reconstructed given enough outputs.",LFSR Weakness,prng,,flag{qi38whig},1f06180d021b1059411d11031e17,not defined
